1.40	0.71	0.00	1.57
1.40	0.71	0.00	1.57
0.00	0.28	0.54	0.61
0.00	0.14	1.18	1.18
0.00	0.14	1.18	1.18
1.45	0.70	0.00	1.60
1.45	0.70	0.00	1.60
0.89	0.46	0.13	1.01
0.00	0.00	1.22	1.22
0.00	0.00	1.22	1.22
1.45	0.70	0.00	1.61
1.45	0.70	0.00	1.61
0.00	0.24	0.61	0.65
0.00	0.00	1.21	1.21
0.00	0.00	1.21	1.21
1.47	0.73	0.00	1.64
1.47	0.73	0.00	1.64
0.76	0.41	0.19	0.89
0.76	0.41	0.19	0.89
0.00	0.00	1.20	1.20
0.00	0.00	1.20	1.20
1.39	0.68	0.00	1.54
0.11	0.30	0.52	0.61
0.11	0.30	0.52	0.61
0.00	0.00	1.24	1.24
1.35	0.63	0.00	1.49
1.35	0.63	0.00	1.49
0.09	0.26	0.47	0.54
0.09	0.26	0.47	0.54
0.00	0.00	1.24	1.24
1.46	0.69	0.00	1.61
1.46	0.69	0.00	1.61
0.84	0.42	0.15	0.95
0.84	0.42	0.15	0.95
0.00	0.03	1.21	1.21
0.00	0.03	1.21	1.21
1.55	0.73	0.00	1.71
0.00	0.23	0.58	0.62
0.00	0.23	0.58	0.62
0.00	0.17	1.13	1.14
1.48	0.71	0.00	1.64
1.48	0.71	0.00	1.64
0.00	0.25	0.55	0.61
0.00	0.25	0.55	0.61
0.00	0.00	1.24	1.24
0.00	0.00	1.24	1.24
1.38	0.68	0.00	1.54
1.00	0.48	0.00	1.11
1.00	0.48	0.00	1.11
0.40	0.32	0.94	1.07
0.40	0.32	0.94	1.07
1.38	0.72	0.00	1.56
1.32	0.66	0.00	1.47
1.32	0.66	0.00	1.47
0.00	0.00	1.21	1.21
1.45	0.74	0.00	1.63
1.45	0.74	0.00	1.63
0.00	0.00	1.10	1.10
0.00	0.00	1.10	1.10
0.00	0.00	1.23	1.23
0.00	0.00	1.23	1.23
1.41	0.67	0.00	1.56
1.41	0.67	0.00	1.56
1.05	0.48	0.00	1.16
1.05	0.48	0.00	1.16
0.00	0.00	1.24	1.24
0.00	0.00	1.24	1.24
1.42	0.67	0.00	1.57
0.45	0.36	0.30	0.65
0.45	0.36	0.30	0.65
0.00	0.00	1.24	1.24
1.47	0.69	0.00	1.63
1.47	0.69	0.00	1.63
0.68	0.39	0.22	0.81
0.68	0.39	0.22	0.81
0.00	0.00	1.20	1.20
0.00	0.00	1.20	1.20
1.24	0.60	0.00	1.38
1.24	0.60	0.00	1.38
0.57	0.35	0.27	0.72
0.57	0.35	0.27	0.72
0.00	0.10	1.19	1.20
0.00	0.10	1.19	1.20
1.47	0.67	0.00	1.62
0.14	0.28	0.48	0.58
0.00	0.04	1.22	1.22
0.00	0.04	1.22	1.22
1.42	0.69	0.00	1.58
1.42	0.69	0.00	1.58
0.79	0.43	0.17	0.92
0.00	0.13	1.19	1.20
0.00	0.13	1.19	1.20
1.27	0.59	0.00	1.41
0.00	0.20	0.61	0.64
0.00	0.20	0.61	0.64
0.00	0.18	1.11	1.13
0.00	0.18	1.11	1.13
1.23	0.61	0.07	1.37
1.17	0.52	0.00	1.28
1.17	0.52	0.00	1.28
0.00	0.00	1.11	1.11
0.00	0.00	1.11	1.11
1.26	0.60	0.00	1.40
1.26	0.60	0.00	1.40
1.31	0.59	0.00	1.44
0.00	0.00	1.19	1.19
0.00	0.00	1.19	1.19
1.29	0.64	0.00	1.44
1.29	0.64	0.00	1.44
1.21	0.54	0.00	1.33
1.21	0.54	0.00	1.33
0.00	0.00	1.11	1.11
0.00	0.00	1.11	1.11
0.93	0.52	0.53	1.19
0.93	0.52	0.53	1.19
1.39	0.62	0.00	1.52
0.00	0.00	1.11	1.11
0.00	0.00	1.11	1.11
0.95	0.49	0.50	1.18
0.95	0.49	0.50	1.18
1.32	0.59	0.00	1.44
1.32	0.59	0.00	1.44
0.00	0.00	1.11	1.11
0.00	0.00	1.11	1.11
1.09	0.55	0.31	1.26
0.82	0.45	0.18	0.96
0.82	0.45	0.18	0.96
0.00	0.00	1.12	1.12
0.92	0.46	0.52	1.15
0.92	0.46	0.52	1.15
0.96	0.47	0.00	1.07
0.96	0.47	0.00	1.07
0.00	0.00	1.16	1.16
0.00	0.00	1.16	1.16
0.82	0.47	0.67	1.16
1.33	0.60	0.00	1.46
1.33	0.60	0.00	1.46
0.00	0.00	1.01	1.01
0.00	0.00	1.01	1.01
0.75	0.42	0.69	1.10
0.75	0.42	0.69	1.10
1.42	0.61	0.00	1.55
1.42	0.61	0.00	1.55
0.00	0.00	1.21	1.21
0.00	0.00	1.21	1.21
0.84	0.46	0.62	1.14
1.43	0.66	0.00	1.58
1.43	0.66	0.00	1.58
0.00	0.00	0.96	0.96
0.30	0.28	0.98	1.06
0.30	0.28	0.98	1.06
1.41	0.62	0.00	1.54
1.41	0.62	0.00	1.54
0.00	0.00	0.89	0.89
0.50	0.35	0.89	1.08
0.50	0.35	0.89	1.08
0.98	0.53	0.48	1.22
0.98	0.53	0.48	1.22
0.00	0.00	0.95	0.95
0.31	0.28	0.99	1.08
1.54	0.74	0.00	1.70
1.54	0.74	0.00	1.70
0.00	0.23	0.56	0.60
0.54	0.33	0.88	1.08
0.54	0.33	0.88	1.08
1.56	0.70	0.00	1.71
0.00	0.10	0.81	0.82
0.00	0.10	0.81	0.82
0.14	0.21	1.06	1.09
0.14	0.21	1.06	1.09
1.56	0.72	0.00	1.72
0.00	0.09	0.79	0.80
0.00	0.09	0.79	0.80
0.16	0.22	1.03	1.07
0.69	0.36	0.22	0.81
0.69	0.36	0.22	0.81
0.00	0.06	0.78	0.79
0.00	0.06	0.78	0.79
0.18	0.22	1.03	1.07
1.54	0.72	0.00	1.70
1.54	0.72	0.00	1.70
0.00	0.07	0.74	0.74
0.00	0.07	0.74	0.74
0.00	0.20	1.07	1.09
0.00	0.20	1.07	1.09
1.62	0.74	0.00	1.78
0.00	0.21	0.66	0.69
0.00	0.21	0.66	0.69
0.11	0.22	1.07	1.10
1.62	0.72	0.00	1.77
1.62	0.72	0.00	1.77
0.00	0.24	0.50	0.56
0.00	0.24	0.50	0.56
0.00	0.19	1.10	1.11
1.50	0.72	0.00	1.66
1.50	0.72	0.00	1.66
0.00	0.06	0.77	0.77
0.00	0.06	0.77	0.77
0.00	0.17	1.12	1.14
1.52	0.72	0.00	1.68
1.52	0.72	0.00	1.68
1.19	0.58	0.21	1.34
0.00	0.09	1.17	1.18
0.00	0.09	1.17	1.18
1.50	0.70	0.00	1.65
0.00	0.00	1.07	1.07
0.00	0.00	1.07	1.07
1.21	0.60	0.09	1.36
1.21	0.60	0.09	1.36
1.42	0.69	0.00	1.58
0.36	0.31	0.33	0.58
0.36	0.31	0.33	0.58
0.00	0.05	1.22	1.22
0.00	0.05	1.22	1.22
1.49	0.71	0.00	1.65
0.19	0.26	0.44	0.55
0.19	0.26	0.44	0.55
0.00	0.14	1.16	1.17
1.47	0.72	0.00	1.63
1.47	0.72	0.00	1.63
0.36	0.33	0.36	0.61
0.00	0.09	1.16	1.17
0.00	0.09	1.16	1.17
1.47	0.69	0.00	1.62
0.33	0.30	0.40	0.60
0.33	0.30	0.40	0.60
0.00	0.14	1.15	1.16
1.55	0.71	0.00	1.70
1.55	0.71	0.00	1.70
0.00	0.10	0.74	0.74
0.00	0.06	1.19	1.20
0.00	0.06	1.19	1.20
1.44	0.68	0.00	1.59
1.44	0.68	0.00	1.59
0.00	0.21	0.62	0.66
0.00	0.16	1.13	1.14
0.00	0.16	1.13	1.14
1.57	0.73	0.00	1.73
1.57	0.73	0.00	1.73
0.40	0.32	0.33	0.61
0.40	0.32	0.33	0.61
0.00	0.10	1.14	1.15
0.00	0.10	1.14	1.15
1.43	0.68	0.00	1.58
0.84	0.39	0.13	0.94
0.34	0.26	0.96	1.05
0.34	0.26	0.96	1.05
1.44	0.69	0.00	1.59
1.44	0.69	0.00	1.59
0.96	0.44	0.00	1.05
0.96	0.44	0.00	1.05
0.00	0.00	1.24	1.24
1.11	0.55	0.28	1.27
1.11	0.55	0.28	1.27
0.11	0.27	0.48	0.56
0.00	0.02	1.20	1.20
0.00	0.02	1.20	1.20
1.47	0.72	0.00	1.64
0.34	0.30	0.38	0.59
0.34	0.30	0.38	0.59
0.00	0.00	1.24	1.24
0.00	0.00	1.24	1.24
